兰花蟹,80.00,80.00,80.00,活,斤,2021-07-09
沙母蟹,100.00,100.00,100.00,活,斤,2021-07-09
青羔蟹,85.00,85.00,85.00,中草,斤,2021-07-09
前臀尖（瘦）,9.50,10.00,10.50,猪肉类,斤,2021-07-08
前臀尖（肥）,9.00,9.25,9.50,猪肉类,斤,2021-07-08
后臀尖（瘦）,9.50,10.00,10.50,猪肉类,斤,2021-07-08
后臀尖（肥）,9.00,9.25,9.50,猪肉类,斤,2021-07-08
五花肉（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-07-08
五花肉（肥）,10.00,10.50,11.00,猪肉类,斤,2021-07-08
纯通脊,11.00,12.00,13.00,猪肉类,斤,2021-07-08
通脊,9.00,10.00,11.00,猪肉类,斤,2021-07-08
纯瘦肉,10.50,11.00,11.50,猪肉类,斤,2021-07-08
护心肉,15.00,15.00,15.00,猪肉类,斤,2021-07-08
前肘,9.00,10.00,11.00,猪肉类,斤,2021-07-08
后肘,7.80,8.40,9.00,猪肉类,斤,2021-07-08
猪尾巴,40.00,40.00,40.00,猪肉类,斤,2021-07-08
猪蹄,17.00,17.00,17.00,猪肉类,斤,2021-07-08
纯排骨,21.00,22.00,23.00,猪肉类,斤,2021-07-08
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-07-08
鲤鱼,10.00,10.25,10.50,750g-1000g,斤,2021-07-08
鲤鱼,10.00,10.25,10.50,>1000g,斤,2021-07-08
草鱼,11.50,11.75,12.00,750g-1000g,斤,2021-07-08
草鱼,11.50,11.75,12.00,>1000g,斤,2021-07-08
去骨羊后腿,36.00,36.00,36.00,羊肉类,斤,2021-07-08
羊腰窝,36.00,36.00,36.00,羊肉类,斤,2021-07-08
羊肉片,36.00,37.00,38.00,羊肉类,斤,2021-07-08
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-07-08
羊蝎子,15.00,15.50,16.00,羊肉类,斤,2021-07-08
羊蝎子（精品）,26.00,26.50,27.00,羊肉类,斤,2021-07-08
羊排骨,26.00,26.00,26.00,羊肉类,斤,2021-07-08
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-07-08
羊小腿（羊棒）,24.00,24.00,24.00,羊肉类,斤,2021-07-08
羊腱子,47.00,47.00,47.00,羊肉类,斤,2021-07-08
羊上脑,36.00,36.00,36.00,羊肉类,斤,2021-07-08
羊骨头,10.00,10.50,11.00,羊肉类,斤,2021-07-08
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-07-08
羊里脊,33.00,34.00,35.00,羊肉类,斤,2021-07-08
淘汰鸡（干净膛）,10.00,10.00,10.00,禽肉类,斤,2021-07-08
淘汰鸡（净膛）,9.00,9.00,9.00,禽肉类,斤,2021-07-08
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-07-08
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-07-08
鸡胸,7.00,7.00,7.00,禽肉类,斤,2021-07-08
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-07-08
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-07
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-07
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-07
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-07
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-07
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-07
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-07
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-07
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-07
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-07
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-07
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-07
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-07
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-07
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-07
台农小芒果,2.50,3.25,4.00,芒果类,斤,2021-07-07
台农大芒果,3.00,3.75,4.50,芒果类,斤,2021-07-07
红金龙,3.50,4.75,6.00,芒果类,斤,2021-07-07
鹰嘴芒果,3.50,4.25,5.00,芒果类,斤,2021-07-07
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-07-07
青萝卜,0.70,0.80,0.90,冀鲁新,斤,2021-07-07
胡萝卜,0.50,0.55,0.60,冀鲁新,斤,2021-07-07
胡萝卜（洗）,0.60,0.65,0.70,冀鲁,斤,2021-07-07
黄心土豆,0.50,0.65,0.80,冀,斤,2021-07-07
V7土豆,1.00,1.10,1.20,冀,斤,2021-07-07
黄葱头,0.70,0.80,0.90,蒙甘,斤,2021-07-07
红葱头,1.00,1.10,1.20,老新,斤,2021-07-07
山药,2.10,2.30,2.50,脆麻新,斤,2021-07-07
铁棍山药,3.50,4.75,6.00,普通,斤,2021-07-07
莲藕,6.00,6.50,7.00,冀云川桂,斤,2021-07-07
红薯,0.80,1.10,1.40,冀新,斤,2021-07-07
红薯,1.60,1.95,2.30,精品,斤,2021-07-07
茭白,1.80,2.15,2.50,京浙,斤,2021-07-07
凉薯,1.50,1.55,1.60,普通,斤,2021-07-07
荸荠,4.00,4.50,5.00,皖,斤,2021-07-07
芋头,1.50,1.90,2.30,鲁,斤,2021-07-07
姜,3.00,4.00,5.00,姜头整,斤,2021-07-07
大蒜,2.80,3.15,3.50,普通,斤,2021-07-07
新蒜,2.50,2.75,3.00,泥,斤,2021-07-07
蒜米,3.20,3.50,3.80,,斤,2021-07-07
新蒜,2.50,2.75,3.00,泥,斤,2021-07-09
蒜米,3.20,3.50,3.80,普通,斤,2021-07-09
大葱,0.60,0.70,0.80,冀鲁,斤,2021-07-09
小葱,1.30,1.40,1.50,普通,斤,2021-07-09
蒜苗,2.00,3.50,5.00,苏鲁,斤,2021-07-09
蒜黄,6.00,6.50,7.00,冀,斤,2021-07-09
青蒜,1.40,1.60,1.80,冀,斤,2021-07-09
平菇,2.00,2.75,3.50,小叶,斤,2021-07-09
香菇,4.00,4.50,5.00,普通,斤,2021-07-09
白玉菇,3.00,3.50,4.00,普通,斤,2021-07-09
口蘑,9.00,9.50,10.00,普通,斤,2021-07-09
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-07-09
金针菇,1.50,2.00,2.50,普通,斤,2021-07-09
油菜,1.50,1.65,1.80,水菜,斤,2021-07-09
小白菜,2.50,2.75,3.00,水菜,斤,2021-07-09
油麦菜,2.00,2.25,2.50,水菜,斤,2021-07-09
奶白菜,3.00,3.25,3.50,水菜,斤,2021-07-09
散生菜,2.00,2.25,2.50,水菜,斤,2021-07-09
香葱,2.00,2.25,2.50,水菜,斤,2021-07-09
茼蒿,5.00,5.50,6.00,水菜,斤,2021-07-09
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-07
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-07
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-07
妃子笑,5.00,6.50,8.00,荔枝类,斤,2021-07-07
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-07
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-07
桂味,5.00,7.00,9.00,荔枝类,斤,2021-07-07
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-07
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-07
南阳,12.00,13.50,15.00,樱桃类,斤,2021-07-07
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-07
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-07
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-07
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-07
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-07
百香果,10.00,11.00,12.00,其他类,斤,2021-07-07
冬枣,16.00,20.00,24.00,其他类,斤,2021-07-07
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-07
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-07
火龙果,3.00,4.00,5.00,其他类,斤,2021-07-07
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-07
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-07
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-07
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-07-07
玉菇,1.50,1.75,2.00,甜瓜类,斤,2021-07-07
网纹,2.50,3.00,3.50,甜瓜类,斤,2021-07-07
西洲蜜,1.40,1.60,1.80,甜瓜类,斤,2021-07-07
24白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-07-07
羊角蜜,2.00,2.50,3.00,甜瓜类,斤,2021-07-07
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-07
久红瑞,1.40,1.50,1.60,甜瓜类,斤,2021-07-07
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-07
绿宝甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-07
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-07
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-07
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-07
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-07
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-07-07
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-07
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-07
柴鸡蛋,4.40,7.20,10.00,蛋类,斤,2021-07-08
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-07-08
鸵鸟蛋,100.00,110.00,120.00,蛋类,个,2021-07-08
鸽子蛋,2.50,2.55,2.60,蛋类,个,2021-07-08
北豆腐（屉）,1.60,1.60,1.60,豆制品,斤,2021-07-08
南豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-07-08
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-07-08
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-07-08
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-07-08
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-07-08
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-07-08
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-07-08
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-07-08
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-07-08
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-07-08
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-07-08
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-07-08
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-07-08
白条猪（瘦）,11.00,11.00,11.00,猪肉类,斤,2021-07-08
白条猪（肥）,9.25,9.25,9.25,猪肉类,斤,2021-07-08
木瓜,3.00,3.15,3.30,其他类,斤,2021-07-07
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-07
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-07
去皮核桃,4.00,4.50,5.00,其他类,斤,2021-07-07
姑娘果（灯笼果）,10.00,12.50,15.00,其他类,斤,2021-07-07
鸭梨,1.20,1.30,1.40,梨类,斤,2021-07-07
雪花梨,1.40,1.50,1.60,梨类,斤,2021-07-07
皇冠梨（标箱）,1.80,1.90,2.00,梨类,斤,2021-07-07
绿宝石,1.40,1.50,1.60,梨类,斤,2021-07-07
丰水梨,1.20,1.60,2.00,梨类,斤,2021-07-07
酥梨,1.50,1.60,1.70,梨类,斤,2021-07-07
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-07-07
红香酥梨7号,1.30,1.40,1.50,梨类,斤,2021-07-07
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-07
早酥梨,1.40,1.50,1.60,梨类,斤,2021-07-07
沃柑,4.50,5.00,5.50,柑橘类,斤,2021-07-07
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-07
伦晚,2.50,2.75,3.00,柑橘类,斤,2021-07-07
油桃,1.20,2.60,4.00,桃李杏类,斤,2021-07-07
蟠桃,3.50,4.50,5.50,桃李杏类,斤,2021-07-07
散菜花,1.20,1.40,1.60,豫苏,斤,2021-07-08
绿菜花,1.50,1.75,2.00,京 冀,斤,2021-07-08
绿豆芽,0.95,0.98,1.00,普通,斤,2021-07-08
黄豆芽,0.85,0.88,0.90,普通,斤,2021-07-08
番茄,1.00,1.10,1.20,川鲁蒙,斤,2021-07-08
番茄（精品）,1.00,1.25,1.50,鲁新,斤,2021-07-08
樱西,2.80,3.00,3.20,小红,斤,2021-07-08
黄瓜,0.80,0.90,1.00,蒙辽袋鲁,斤,2021-07-08
黄瓜(鲜干花),1.00,1.20,1.40,冀,斤,2021-07-08
小黄瓜,2.30,2.65,3.00,旱荷兰,斤,2021-07-08
茄子,0.50,0.75,1.00,冀,斤,2021-07-08
长茄,0.80,0.90,1.00,辽,斤,2021-07-08
广茄,1.00,1.40,1.80,冀京,斤,2021-07-08
线茄,1.00,1.50,2.00,冀,斤,2021-07-08
吊冬瓜,0.40,0.45,0.50,冀,斤,2021-07-08
地冬瓜,0.25,0.28,0.30,冀,斤,2021-07-08
小毛冬瓜,0.60,0.80,1.00,冀长,斤,2021-07-08
架豆,2.00,2.50,3.00,冀晋新,斤,2021-07-08
豆王,1.80,3.15,4.50,晋,斤,2021-07-08
扁豆,2.00,2.50,3.00,冀,斤,2021-07-08
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-07-07
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-07-07
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-07-07
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-07-07
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-07-07
鲤鱼,10.00,10.25,10.50,750g-1000g,斤,2021-07-07
鲤鱼,10.00,10.25,10.50,>1000g,斤,2021-07-07
草鱼,11.50,11.75,12.00,750g-1000g,斤,2021-07-07
草鱼,11.50,11.75,12.00,>1000g,斤,2021-07-07
鲫鱼,14.00,14.50,15.00,100g-150g,斤,2021-07-07
鲫鱼,18.00,18.50,19.00,350g-400g,斤,2021-07-07
胖头鱼,12.00,12.00,12.00,>2000g,斤,2021-07-07
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-07-07
鲢鱼,5.50,5.50,5.50,>1500g,斤,2021-07-07
鲢鱼,4.00,4.00,4.00,1000-1500g,斤,2021-07-07
鲶鱼,4.00,4.00,4.00,养殖,斤,2021-07-07
黑鱼,12.00,12.50,13.00,活,斤,2021-07-07
黄鳝,36.00,37.00,38.00,100g-200g,斤,2021-07-07
罗非鱼,11.00,11.50,12.00,活,斤,2021-07-07
虹鳟鱼,20.00,20.00,20.00,活,斤,2021-07-07
大葱,0.80,0.90,1.00,冀鲁,斤,2021-07-07
小葱,1.80,1.90,2.00,普通,斤,2021-07-07
蒜苗,2.00,3.50,5.00,苏鲁,斤,2021-07-07
蒜黄,6.00,6.50,7.00,冀,斤,2021-07-07
青蒜,1.80,2.00,2.20,冀,斤,2021-07-07
平菇,2.00,2.75,3.50,小叶,斤,2021-07-07
香菇,4.00,4.50,5.00,普通,斤,2021-07-07
白玉菇,3.00,3.50,4.00,普通,斤,2021-07-07
口蘑,9.00,9.50,10.00,普通,斤,2021-07-07
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-07-07
金针菇,1.50,2.00,2.50,普通,斤,2021-07-07
油菜,1.20,1.35,1.50,水菜,斤,2021-07-07
小白菜,3.00,3.25,3.50,水菜,斤,2021-07-07
油麦菜,2.50,3.00,3.50,水菜,斤,2021-07-07
奶白菜,3.00,3.25,3.50,水菜,斤,2021-07-07
散生菜,2.00,2.50,3.00,水菜,斤,2021-07-07
香葱,2.00,2.25,2.50,水菜,斤,2021-07-07
茼蒿,7.50,7.75,8.00,水菜,斤,2021-07-07
蒿子秆,2.00,2.50,3.00,水菜,斤,2021-07-07
水萝卜,2.50,2.75,3.00,水菜,斤,2021-07-07
箱鸡蛋,4.18,4.25,4.32,蛋类,斤,2021-07-07
散鸡蛋,4.50,4.50,4.50,蛋类,斤,2021-07-07
生鸭蛋,6.00,6.50,7.00,蛋类,斤,2021-07-07
熟鸭蛋,6.50,7.00,7.50,蛋类,斤,2021-07-07
松花蛋,6.50,7.25,8.00,蛋类,斤,2021-07-07
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-07-07
鹌鹑蛋,4.70,5.60,6.50,蛋类,斤,2021-07-07
柴鸡蛋,4.40,7.20,10.00,蛋类,斤,2021-07-07
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-07-07
鸵鸟蛋,100.00,110.00,120.00,蛋类,个,2021-07-07
鸽子蛋,2.50,2.55,2.60,蛋类,个,2021-07-07
北豆腐（屉）,1.60,1.60,1.60,豆制品,斤,2021-07-07
南豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-07-07
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-07-07
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-07-07
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-07-07
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-07-07
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-07-07
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-07-07
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-07-07
猪肝,6.00,6.00,6.00,猪肉类,斤,2021-07-08
猪肺,4.00,4.00,4.00,猪肉类,斤,2021-07-08
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-07-08
猪肠头,18.00,18.00,18.00,猪肉类,斤,2021-07-08
猪肠,16.00,16.00,16.00,猪肉类,斤,2021-07-08
整牛,33.00,33.00,33.00,牛肉类,斤,2021-07-08
牛前腱,36.00,36.00,36.00,牛肉类,斤,2021-07-08
牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-07-08
牛前腿,34.00,34.00,34.00,牛肉类,斤,2021-07-08
牛后腿,34.00,34.00,34.00,牛肉类,斤,2021-07-08
牛柳（里脊）,37.00,37.00,37.00,牛肉类,斤,2021-07-08
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-07-08
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-07-08
牛林,34.00,34.50,35.00,牛肉类,斤,2021-07-08
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-07-08
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-07-08
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-07-08
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-07-08
整羊,24.00,24.50,25.00,羊肉类,斤,2021-07-08
去骨羊前腿,36.00,36.00,36.00,羊肉类,斤,2021-07-08
青肉蟹,65.00,65.00,65.00,中草,斤,2021-07-09
梭子蟹,160.00,160.00,160.00,活,斤,2021-07-09
珍宝蟹,125.00,125.00,125.00,活,斤,2021-07-09
面包蟹,70.00,75.00,80.00,活,斤,2021-07-09
白虾,30.00,32.00,34.00,活,斤,2021-07-09
基围虾,65.00,67.50,70.00,40-60头,斤,2021-07-09
波士顿青龙虾,100.00,110.00,120.00,活,斤,2021-07-09
小龙虾,20.00,22.50,25.00,活,斤,2021-07-09
南非龙虾,200.00,200.00,200.00,小赤龙,斤,2021-07-09
澳洲龙虾,450.00,450.00,450.00,<750g,斤,2021-07-09
扇贝（地播）,24.00,24.50,25.00,10-12cm活,斤,2021-07-09
扇贝（地播）,22.00,23.00,24.00,7-9cm活,斤,2021-07-09
栉孔扇贝,8.00,8.00,8.00,活,斤,2021-07-09
大香螺,44.00,44.50,45.00,活,斤,2021-07-09
小香螺,23.00,23.50,24.00,活,斤,2021-07-09
角螺,42.00,42.00,42.00,活,斤,2021-07-09
钉螺,7.00,7.00,7.00,活,斤,2021-07-09
海螺丝,28.00,29.00,30.00,活（小）,斤,2021-07-09
海螺丝,48.00,49.00,50.00,活（大）,斤,2021-07-09
大蛏子,45.00,45.50,46.00,>6cm活,斤,2021-07-09
京红桃,2.00,3.00,4.00,桃李杏类,斤,2021-07-08
14号,3.00,3.25,3.50,桃李杏类,斤,2021-07-08
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-08
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-08
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-08
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-08
串红杏,1.20,1.40,1.60,桃李杏类,斤,2021-07-08
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-08
麒麟、甜蜜蜜,1.60,2.00,2.40,西瓜类,斤,2021-07-08
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-08
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-08
甜王,0.80,0.95,1.10,西瓜类,斤,2021-07-08
硒沙瓜,1.20,1.30,1.40,西瓜类,斤,2021-07-08
蜜童,1.40,1.60,1.80,西瓜类,斤,2021-07-08
墨童西瓜,1.40,1.55,1.70,西瓜类,斤,2021-07-08
国产香蕉,2.00,2.40,2.80,香蕉类,斤,2021-07-08
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-08
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-07-08
皇帝(小米）香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-08
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-07-08
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-08
桂味,5.00,7.00,9.00,荔枝类,斤,2021-07-08
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-08
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-08
南阳,12.00,13.50,15.00,樱桃类,斤,2021-07-08
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-08
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-08
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-08
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-08
腔排骨,14.00,14.50,15.00,猪肉类,斤,2021-07-08
棒骨,9.00,10.00,11.00,猪肉类,斤,2021-07-08
猪头,10.00,10.00,10.00,猪肉类,斤,2021-07-08
猪口条,15.00,15.00,15.00,猪肉类,斤,2021-07-08
猪耳,25.00,25.00,25.00,猪肉类,斤,2021-07-08
猪脑,35.00,36.00,37.00,猪肉类,斤,2021-07-08
猪肚,17.00,17.00,17.00,猪肉类,斤,2021-07-08
猪板油,8.00,8.00,8.00,猪肉类,斤,2021-07-08
肥膘肉,5.00,5.50,6.00,猪肉类,斤,2021-07-08
猪腰子,15.00,15.00,15.00,猪肉类,个,2021-07-08
猪心,7.00,7.50,8.00,猪肉类,斤,2021-07-08
豇豆,1.50,1.75,2.00,鲁京,斤,2021-07-08
白不老,1.60,2.40,3.20,"滇,鲁",斤,2021-07-08
油豆,2.00,2.50,3.00,鲁,斤,2021-07-08
油菜,1.00,1.25,1.50,水菜,斤,2021-07-08
小白菜,2.50,2.75,3.00,水菜,斤,2021-07-08
油麦菜,2.00,2.50,3.00,水菜,斤,2021-07-08
奶白菜,3.00,3.25,3.50,水菜,斤,2021-07-08
散生菜,2.00,2.50,3.00,水菜,斤,2021-07-08
香葱,2.00,2.25,2.50,水菜,斤,2021-07-08
茼蒿,7.50,7.75,8.00,水菜,斤,2021-07-08
蒿子秆,2.00,2.50,3.00,水菜,斤,2021-07-08
水萝卜,2.00,2.25,2.50,水菜,斤,2021-07-08
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-07-08
香芹,2.50,2.75,3.00,水菜,斤,2021-07-08
菠菜,3.50,3.75,4.00,水菜,斤,2021-07-08
苋菜,3.00,3.25,3.50,水菜,斤,2021-07-08
菊花菜,3.00,3.50,4.00,水菜,斤,2021-07-08
青蒜,1.50,1.75,2.00,水菜,斤,2021-07-08
盖菜,2.00,2.25,2.50,水菜,斤,2021-07-08
芥兰,3.00,3.25,3.50,水菜,斤,2021-07-08
菜心,2.00,2.50,3.00,水菜,斤,2021-07-08
空心菜,3.00,3.50,4.00,水菜,斤,2021-07-08
鸡毛菜,7.00,7.50,8.00,水菜,斤,2021-07-08
荆芥,2.00,2.50,3.00,水菜,斤,2021-07-08
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-07-08
豌豆苗,4.00,4.25,4.50,水菜,斤,2021-07-08
快菜,1.50,2.00,2.50,水菜,斤,2021-07-08
苦菊,4.00,4.50,5.00,水菜,斤,2021-07-08
穿心莲,1.50,1.75,2.00,水菜,斤,2021-07-08
木耳菜,3.00,3.25,3.50,水菜,斤,2021-07-08
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-08
百香果,10.00,11.00,12.00,其他类,斤,2021-07-08
冬枣,16.00,20.00,24.00,其他类,斤,2021-07-08
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-08
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-08
火龙果,3.00,4.00,5.00,其他类,斤,2021-07-08
木瓜,3.00,3.15,3.30,其他类,斤,2021-07-08
柠檬,3.50,3.75,4.00,其他类,斤,2021-07-08
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-08
去皮核桃,4.00,4.50,5.00,其他类,斤,2021-07-08
小葱,2.00,2.25,2.50,普通,斤,2021-07-06
蒜苗,2.00,3.50,5.00,苏鲁,斤,2021-07-06
蒜黄,6.00,6.50,7.00,冀,斤,2021-07-06
青蒜,1.80,2.00,2.20,冀,斤,2021-07-06
平菇,2.00,2.75,3.50,小叶,斤,2021-07-06
香菇,4.00,4.50,5.00,普通,斤,2021-07-06
白玉菇,3.00,3.50,4.00,普通,斤,2021-07-06
口蘑,9.00,9.50,10.00,普通,斤,2021-07-06
杏鲍菇,2.00,2.50,3.00,普通,斤,2021-07-06
金针菇,1.50,2.00,2.50,普通,斤,2021-07-06
大白菜,0.50,0.55,0.60,新,斤,2021-07-06
娃娃菜,0.80,0.90,1.00,大冀新,斤,2021-07-06
小白菜,1.40,1.60,1.80,普通,斤,2021-07-06
芹菜,0.80,1.00,1.20,冀,斤,2021-07-06
西芹,1.80,1.90,2.00,普通,斤,2021-07-06
菠菜,2.00,2.25,2.50,冀蒙,斤,2021-07-06
莴笋,0.60,0.80,1.00,普通,斤,2021-07-06
团生菜,1.20,1.50,1.80,"毛,净",斤,2021-07-06
圆白菜,0.50,0.65,0.80,冀,斤,2021-07-06
紫甘蓝,0.60,0.65,0.70,冀,斤,2021-07-06
鲟鱼,14.00,14.00,14.00,活,斤,2021-07-07
桂鱼,70.00,70.00,70.00,标桂,斤,2021-07-07
嘎鱼,20.00,20.00,20.00,>100g,斤,2021-07-07
嘎鱼,19.00,19.00,19.00,<100g,斤,2021-07-07
淡水鲈鱼,25.00,25.00,25.00,活,斤,2021-07-07
泥鳅,11.00,11.50,12.00,活,斤,2021-07-07
清江鱼,12.00,12.00,12.00,活,斤,2021-07-07
八爪鱼,40.00,41.00,42.00,活,斤,2021-07-07
八爪鱼,18.00,19.00,20.00,鲜,斤,2021-07-07
多宝鱼,24.00,24.00,24.00,活,斤,2021-07-07
公河蟹,20.00,20.00,20.00,75g左右,斤,2021-07-07
公河蟹,30.00,30.00,30.00,100g左右,斤,2021-07-07
公河蟹,40.00,40.00,40.00,150g左右,斤,2021-07-07
母河蟹,35.00,35.00,35.00,75g左右,斤,2021-07-07
